Failed_Attempts_Last30Days,Access_Time_Deviation,Entry_Distance_From_Usual,User_Access_Tier,Access_Risk_Score
1.0,11.95,41.33,,34.29
1.0,17.35,13.69,Elevated,44.32
2.0,13.83,17.42,Standard,43.42
3.0,17.79,26.4,Standard,58.31
3.0,21.3,21.7,Elevated,61.77
1.0,27.15,21.84,Standard,45.2
1.0,16.2,28.3,Admin,62.99
,27.85,19.79,Standard,59.32
2.0,31.67,14.76,Elevated,63.89
3.0,24.37,71.4,Standard,90.97
1.0,2.29,52.46,Standard,22.35
0.0,5.33,15.88,Standard,15.04
1.0,16.24,63.97,Standard,46.73
0.0,3.67,31.73,Standard,20.27
1.0,24.94,34.65,,58.67
,15.38,8.28,Standard,42.91
4.0,24.26,37.97,Standard,82.06
3.0,12.24,42.28,Standard,63.21
3.0,31.65,33.93,Standard,67.39
3.0,31.51,22.12,Standard,63.0
1.0,7.82,17.82,Elevated,34.63
2.0,12.88,29.46,Standard,34.97
1.0,30.57,13.58,Admin,69.19
1.0,12.34,,Standard,44.82
2.0,5.09,32.02,Elevated,50.67
2.0,13.64,24.15,,43.01
2.0,5.98,69.0,Standard,57.89
2.0,4.16,10.69,Elevated,36.19
1.0,17.78,55.92,Standard,47.25
2.0,26.55,16.17,Standard,43.38
4.0,2.02,41.96,Standard,61.87
1.0,18.8,18.34,,42.64
1.0,19.46,,Elevated,49.12
2.0,28.01,57.85,Elevated,77.61
4.0,16.38,33.07,,77.68
0.0,22.4,20.53,Admin,48.71
1.0,11.97,2.11,Standard,18.12
2.0,6.0,29.47,Standard,39.77
2.0,9.5,28.94,Standard,28.1
0.0,25.73,2.47,Standard,13.88
1.0,3.42,22.48,Elevated,31.7
0.0,2.81,40.04,Elevated,24.92
3.0,16.88,9.19,Elevated,71.75
3.0,1.08,3.13,Standard,28.03
,6.57,16.16,Standard,53.46
2.0,,,Standard,33.91
2.0,14.93,9.92,Elevated,42.44
1.0,0.1,63.34,Elevated,55.31
2.0,9.28,25.57,Standard,36.09
2.0,4.55,43.91,Standard,48.8
2.0,24.27,18.45,Elevated,54.21
3.0,28.09,38.63,Standard,77.77
0.0,7.93,7.15,Elevated,21.82
1.0,24.99,28.91,Standard,40.34
2.0,23.91,25.68,Elevated,60.96
0.0,8.62,46.11,Elevated,46.79
0.0,1.87,35.93,Standard,15.9
0.0,26.79,12.05,Admin,51.04
6.0,5.89,34.49,Standard,
3.0,8.39,31.66,Admin,76.7
1.0,11.04,68.25,Elevated,63.77
1.0,4.41,39.25,Standard,32.87
2.0,12.72,,Standard,36.18
4.0,9.22,48.3,Standard,74.36
5.0,12.18,59.77,Elevated,97.69
3.0,13.53,41.85,Standard,65.16
5.0,10.35,52.46,Elevated,88.19
3.0,1.32,13.96,Standard,42.58
3.0,20.76,2.8,Standard,45.97
2.0,23.53,48.33,Admin,91.09
3.0,13.4,53.6,Standard,57.7
0.0,12.06,9.21,Standard,16.72
1.0,25.54,49.21,Standard,51.41
1.0,6.89,28.07,Standard,25.08
3.0,20.59,0.41,Standard,45.54
3.0,12.48,,Standard,60.12
3.0,40.12,55.6,Standard,
2.0,14.55,65.24,Elevated,67.73
2.0,1.72,46.22,,68.05
1.0,12.24,18.41,Elevated,39.0
2.0,30.1,42.84,Standard,72.39
3.0,14.37,20.16,Elevated,60.66
1.0,7.3,29.43,Standard,35.73
3.0,12.6,12.62,Standard,42.8
0.0,7.4,35.91,Elevated,
1.0,18.52,44.26,Standard,51.71
1.0,8.42,33.67,Standard,33.6
3.0,12.97,40.29,Elevated,65.32
2.0,,71.15,Elevated,91.98
2.0,10.07,16.45,Standard,30.96
2.0,23.2,49.35,Elevated,71.3
0.0,,20.74,Standard,21.77
0.0,13.66,35.68,Standard,17.08
0.0,3.59,9.27,Elevated,26.59
4.0,8.39,13.2,Admin,73.41
3.0,23.48,4.92,Standard,43.34
3.0,6.55,43.32,Standard,61.36
4.0,13.48,37.71,Standard,74.15
4.0,30.83,36.13,Standard,85.7
0.0,6.67,4.11,Standard,
0.0,6.07,38.86,Elevated,37.89
2.0,15.45,9.59,Standard,41.32
2.0,12.96,45.96,Standard,52.41
2.0,15.44,16.5,,46.03
1.0,12.52,23.11,Elevated,41.29
1.0,3.62,17.42,Elevated,30.28
5.0,22.64,53.81,Elevated,102.11
2.0,5.19,26.05,Standard,30.77
0.0,10.3,55.5,Standard,30.27
4.0,25.79,77.84,Standard,108.85
2.0,15.29,54.16,Standard,56.94
1.0,22.75,20.99,Standard,45.2
6.0,11.61,13.31,Standard,75.59
0.0,27.01,14.55,Standard,31.24
2.0,16.98,3.52,Standard,30.0
1.0,15.51,32.78,Elevated,54.34
4.0,25.82,52.01,Standard,89.39
2.0,17.9,43.19,Elevated,57.73
2.0,8.09,21.21,,33.65
